ARTEMISIA;0.7757530212402344;0.024860993;0.55175364;0.022643292;0.009835542;0.029022679;0.006076027;0.0036643038;0.0032403986;0.0025494206;0.0004134763;0.030390892;0.0063254596;0.016417226;0.0026101351;1.5030196e-05;0.99975246;3.7380698e-08;1.638747e-06;1.05570365e-07;5.892174e-07;5.8335306e-08;1.0724891e-09;2.993997e-08;7.977868e-09;1.579563e-07;8.3654356e-10;1.683428e-08;3.1651073e-09
PINUS;0.9115989208221436;0.005302345;0.031313002;0.0032997706;0.0049819816;0.012158928;0.02686114;0.012051962;0.016560342;0.041033905;0.0015533987;0.8231979;0.01168152;0.0014631219;0.02465095;4.2488126e-16;6.651032e-14;1.3135267e-13;1.76323e-13;2.9089782e-16;1.5187771e-12;2.5822964e-11;3.779093e-13;2.0384404e-11;1.9320368e-12;1.0;1.4558375e-12;2.2872753e-09;2.030221e-12
PINUS;0.714490532875061;0.004939506;0.010969691;0.004945843;0.004988126;0.012233182;0.053151637;0.010219665;0.12739962;0.05011579;0.006791334;0.43264738;0.019589912;0.006845843;0.055727623;3.990632e-08;6.52698e-08;2.3697156e-07;1.3004947e-07;2.250742e-09;2.1907103e-06;5.6873014e-06;6.5129626e-07;1.3478079e-06;1.1679197e-06;0.9963337;1.5617609e-07;1.2581218e-05;0.000109909764
PINUS;0.20818696916103363;0.007297038;0.08532855;0.0347787;0.019938387;0.04772199;0.25761756;0.0053530824;0.040828504;0.05079922;0.0033185994;0.3510776;0.019170057;0.0191573;0.009922224;8.152463e-06;4.4931417e-06;2.2668248e-05;0.00029179908;2.2286757e-05;0.10226588;0.0005116957;2.956704e-06;0.000121322184;4.549124e-06;0.06529635;0.0008735139;0.00010496987;0.00035426384
PINUS;0.1080755665898323;0.0050339685;0.01721418;0.0017405926;0.009126904;0.015640771;0.0041463263;0.008677273;0.0049673715;0.032750998;0.0035530357;0.21615057;0.0064915963;0.0007934852;0.008917248;6.1239666e-07;3.5313388e-08;6.1835e-08;1.7324368e-05;2.0227938e-06;0.000101083526;7.606645e-05;1.259426e-08;3.3795993e-07;7.222046e-07;5.698064e-07;1.0929823e-07;3.5241814e-07;6.833192e-07
PINUS;0.937454342842102;0.0111678215;0.040614955;0.003329867;0.005897484;0.018836;0.02827677;0.030191693;0.016217748;0.03751885;0.0019643586;0.8749086;0.027408635;0.0019974636;0.055377077;2.6538168e-13;7.5122885e-12;1.4414024e-10;3.3208165e-11;2.1791721e-13;1.18762875e-08;9.664487e-10;3.652355e-11;1.9658215e-09;1.0433068e-10;1.0;8.54826e-10;2.8101804e-08;1.0021454e-09
PINUS;0.9246304035186768;0.007856164;0.024303006;0.001872848;0.0034256002;0.010059499;0.016623441;0.01523398;0.012125732;0.032203507;0.0014583562;0.84926087;0.011789403;0.0008533323;0.039556764;1.096347e-15;2.3675394e-14;1.0067937e-12;1.0181151e-13;8.001854e-16;2.6510003e-12;6.031716e-11;7.7831193e-13;2.2755763e-11;6.2594283e-12;1.0;5.0841063e-12;1.140211e-09;2.1783308e-11
LYCOPODIUM;0.36319875717163086;0.022391334;0.011058577;0.007237545;0.026931792;0.093478344;0.01848902;0.011467191;0.04749714;0.20552213;0.70819134;0.036649458;0.014780596;0.0025941434;0.024187574;0.0018517071;0.0004724619;0.0065014586;0.115098186;0.01825259;0.13597463;0.002498755;0.0010244006;0.14176781;0.018206153;0.001054265;0.0004386725;0.00023887429;0.014668347
PINUS;0.8508719205856323;0.016652387;0.059334897;0.003610458;0.0063601374;0.017472273;0.019350016;0.024715971;0.013934505;0.034605518;0.002685462;0.7018892;0.016643394;0.0021118876;0.031174151;1.1018309e-07;1.9541915e-06;1.3294476e-06;1.9024426e-07;1.724252e-08;4.253421e-06;2.1239583e-05;2.4785285e-07;1.543298e-05;1.521106e-06;0.99985456;1.7420625e-05;7.5757275e-06;3.828521e-05
PINUS;0.8431663513183594;0.009008599;0.091595456;0.012999886;0.015193758;0.0400169;0.0515872;0.01824251;0.015936993;0.025895653;0.0016564075;0.6863718;0.025319789;0.0075921007;0.019445643;6.238583e-10;4.6599737e-08;1.81972e-07;2.5206129e-08;7.797879e-10;3.005085e-05;1.5975016e-06;2.5174035e-08;9.4737874e-07;2.707841e-08;0.9999609;9.9831276e-08;2.454297e-06;5.488223e-07
