APIACEAE;0.7114362120628357;0.9498383;0.021082254;0.003532756;0.0012330684;0.044802252;0.00337069;0.038061656;0.005515066;0.004693309;0.037149336;0.009050019;0.007854473;0.0024212326;0.036422517;0.47303417;5.085083e-11;7.577763e-11;9.1278307e-10;2.5483473e-07;9.703492e-09;1.1511062e-07;1.37013074e-11;5.335358e-10;1.561401e-09;1.0011174e-11;1.4099916e-10;1.6730305e-10;1.1183253e-08
SALIX;0.9090425968170166;0.01598326;0.005000158;0.002835319;0.0027668113;0.019359935;0.02540017;0.008923285;0.052866194;0.003110426;0.005621369;0.056624267;0.044628035;0.0047386624;0.8180852;4.402338e-15;2.228197e-16;9.577446e-15;1.731999e-19;3.5574312e-16;2.3562232e-14;1.8396299e-14;2.8258235e-14;2.6706318e-15;6.0122547e-16;5.514694e-12;4.2262484e-15;6.951144e-14;1.0
LYCOPODIUM;0.8004120588302612;0.009159875;0.026843958;0.0088661155;0.05454006;0.04887653;0.05363234;0.032984782;0.060502768;0.60095656;0.08751593;0.33526468;0.027939685;0.0047256188;0.020105721;8.513539e-08;6.9048804e-07;1.9376187e-06;6.931036e-06;8.1772816e-07;8.539239e-05;7.2379436e-07;8.571283e-08;0.99986756;7.927416e-07;2.6032109e-05;8.303595e-08;3.9629487e-08;4.2511647e-06
POACEAE;0.44704508781433105;0.001143918;0.25775048;0.7768395;0.051578235;0.047549397;0.05113699;0.0018247189;0.004559709;0.0015149349;0.00043059155;0.019200584;0.0134435315;0.13649043;0.0022881767;2.276757e-06;8.072089e-08;0.022763208;9.272431e-05;0.025648719;0.00058803154;0.00051727524;0.00031749645;4.2774675e-05;1.0156611e-05;7.033994e-05;0.017303567;0.7575998;0.00042740133
LYCOPODIUM;0.6799729466438293;0.008131983;0.02769786;0.004557083;0.034019705;0.036312893;0.019092737;0.031031312;0.018360311;0.3604891;0.01595579;0.6384708;0.013544611;0.0013350905;0.021931382;9.940612e-07;4.271025e-06;1.2365576e-05;2.8506092e-05;7.703529e-06;0.00035939188;2.793758e-06;1.5789657e-06;0.9994568;7.617099e-06;4.78211e-05;3.5607968e-06;5.800868e-07;2.4347188e-05
CYPERACEAE;0.97287917137146;0.01855321;0.0073136296;0.001610566;0.032185573;0.030977318;0.00061637536;0.9457628;0.007562904;0.006439396;0.005328534;0.033262637;0.017968498;0.045731056;0.01822312;1.657489e-11;4.09946e-12;2.9001699e-11;5.8870317e-08;6.346585e-08;6.3549512e-09;0.9999956;1.8115442e-09;4.8162897e-11;2.2743568e-10;2.6976181e-09;1.9378427e-10;4.750093e-07;5.0468508e-11
PINUS;0.8955323696136475;0.002599318;0.0193579;0.0011342798;0.0022267045;0.0052613467;0.00887138;0.0058803326;0.0064351386;0.015250226;0.0003908432;0.7910647;0.004676133;0.00046617526;0.01048166;7.1342076e-22;6.652538e-19;1.0695808e-18;3.1361372e-19;1.0127031e-22;5.6222136e-17;8.0830276e-17;1.5235489e-17;9.666523e-16;7.009618e-18;1.0;3.259141e-18;2.1790742e-15;2.2046079e-16
PINUS;0.8566594123840332;0.00328688;0.020506306;0.0016678189;0.0023821648;0.005578629;0.012649034;0.005492683;0.00625623;0.016826903;0.0005009181;0.7133189;0.0046722996;0.0005379882;0.0090259155;1.0358053e-15;2.6504073e-13;5.679781e-13;4.320085e-13;6.08062e-16;8.029348e-11;1.0112611e-11;5.353991e-13;1.565732e-10;7.936174e-13;1.0;2.3062405e-12;5.3348653e-10;1.6737773e-12
BETULA;0.8443281650543213;0.0030496423;0.01868298;0.04122282;0.6886594;0.097071595;0.004555123;0.029617636;0.0021851624;0.013189627;0.011892605;0.009111841;0.0039725904;0.033988196;0.002140473;1.0615827e-09;2.436035e-08;5.876771e-09;0.9999969;2.3436576e-06;5.017715e-08;1.0637197e-08;3.904053e-08;1.4008832e-07;5.399274e-08;2.7264404e-08;3.028299e-10;5.8759337e-08;3.0950423e-11
PINUS;0.16601769626140594;0.005386235;0.013178994;0.0012338262;0.0040244153;0.007720926;0.0039037333;0.011988331;0.009578014;0.015833417;0.0024179916;0.33202899;0.00940678;0.0008600348;0.02033925;1.92341e-05;2.1929085e-07;2.2982902e-06;5.3828357e-05;1.9084746e-05;5.8365746e-05;0.0029616582;1.6602863e-06;2.9800683e-06;0.00012600787;6.397291e-06;1.1499519e-05;2.5383999e-05;1.5220186e-05
