720.5;10939.5;179
731.5;11248;189
743.5;11555.5;190
753.5;11796;182
763.5;12027.5;196
773.5;12257.5;208
783.5;12489;207
793.5;12730;209
798.5;12855.5;229
803.5;12985.5;235
808.5;13120.5;225
813.5;13260.5;178
818.5;13405.5;177
823.5;13554;230
828.5;13706.5;227
833.5;13861.5;236
838.5;14018;238
842.5;14144.5;186
842.5;14144.5;240
848.5;14334;241
852;14444;242
852;14444;245
858.5;14645;246
862;14751;223
862;14751;219
872;15040;279
882;15300;276
892;15523;282
902;15704;277
902;15704;278
